time, wave, castedWave, filteredWave
0.287710, 815.954285, 815.954285, 0.071533
0.287732, 999.993286, 999.993286, 0.112305
0.287755, 820.174133, 820.174133, 0.112381
0.287778, 341.925995, 341.925995, 0.071396
0.287800, -260.735535, -260.735535, 0.004608
0.287823, -768.525696, -768.525696, -0.064041
0.287846, -996.613770, -996.613770, -0.109192
0.287868, -862.588806, -862.588806, -0.114838
0.287891, -414.701843, -414.701843, -0.078522
0.287914, 184.078796, 184.078796, -0.013855
0.287937, 715.880432, 715.880432, 0.056091
0.287959, 987.201416, 987.201416, 0.105377
0.287982, 899.318726, 899.318726, 0.116577
0.288005, 484.209442, 484.209442, 0.085098
0.288027, -106.283958, -106.283951, 0.022964
0.288050, -658.809143, -658.809143, -0.047760
0.288073, -971.619690, -971.619690, -0.100937
0.288095, -930.896179, -930.896179, -0.117569
0.288118, -551.456238, -551.456238, -0.091263
0.288141, 28.636885, 28.636871, -0.031906
0.288163, 598.310181, 598.310181, 0.039230
0.288186, 950.281982, 950.281982, 0.095917
0.288209, 956.718262, 956.718262, 0.117889
0.288231, 615.293579, 615.293579, 0.096832
0.288254, 49.987831, 49.987823, 0.040726
0.288277, -533.506531, -533.506531, -0.030365
0.288299, -922.878906, -922.878906, -0.090240
0.288322, -976.452026, -976.452026, -0.117447
0.288345, -674.732788, -674.732788, -0.101761
0.288367, -127.504913, -127.504913, -0.049194
0.288390, 465.404480, 465.404480, 0.021378
0.288413, 889.770081, 889.770081, 0.084015
0.288435, 990.383484, 990.383484, 0.116302
0.288458, 730.635376, 730.635376, 0.106094
0.288481, 205.037903, 205.037903, 0.057465
0.288503, -395.164795, -395.164795, -0.012253
0.288526, -851.582642, -851.582642, -0.077347
0.288549, -998.143127, -998.143127, -0.114441
0.288571, -782.020813, -782.020813, -0.109802
0.288594, -281.303223, -281.303223, -0.065338
0.288617, 321.769501, 321.769501, 0.002975
0.288639, 807.763000, 807.763000, 0.070145
0.288662, 999.843384, 999.843384, 0.111862
0.288685, 828.120178, 828.120178, 0.112808
0.288707, 355.076752, 355.076752, 0.072754
0.288730, -246.384827, -246.384827, 0.006256
0.288753, -758.949280, -758.949280, -0.062515
0.288776, -995.362061, -995.362061, -0.108582
0.288798, -869.601807, -869.601807, -0.115143
0.288821, -427.427795, -427.427795, -0.079803
0.288844, 170.270355, 170.270355, -0.015427
0.288866, 706.013855, 706.013855, 0.054550
0.288889, 984.866760, 984.866760, 0.104706
0.288912, 905.707092, 905.707092, 0.116745
0.288934, 497.136230, 497.136230, 0.086380
0.288957, -92.322891, -92.322891, 0.024551
0.288980, -648.189331, -648.189331, -0.046173
0.289002, -968.205261, -968.205261, -0.100128
0.289025, -935.929504, -935.929504, -0.117630
0.289048, -563.105896, -563.105896, -0.092346
0.289070, 14.609749, 14.609741, -0.033447
0.289093, 586.357422, 586.357422, 0.037567
0.289116, 945.557861, 945.557861, 0.094940
0.289138, 960.707092, 960.707092, 0.117798
0.289161, 626.292908, 626.292908, 0.097824
0.289184, 63.995441, 63.995438, 0.042206
0.289206, -521.587463, -521.587463, -0.028717
0.289229, -917.385254, -917.385254, -0.089233
0.289252, -979.382690, -979.382690, -0.117233
0.289274, -685.607849, -685.607849, -0.102676
0.289297, -142.204971, -142.204971, -0.050720
0.289320, 452.940674, 452.940674, 0.019638
0.289342, 883.279053, 883.279053, 0.082916
0.289365, 992.227051, 992.227051, 0.115952
0.289388, 740.142761, 740.142761, 0.106873
0.289410, 218.749710, 218.749710, 0.058838
0.289433, -381.493561, -381.493561, -0.010498
0.289456, -843.711975, -843.711975, -0.076080
0.289478, -998.936890, -998.936890, -0.113968
0.289501, -790.688110, -790.688110, -0.110443
0.289524, -294.739044, -294.739044, -0.066681
0.289546, 308.453888, 308.453888, 0.001312
0.289569, 799.412659, 799.412659, 0.068832
0.289592, 999.496643, 999.496643, 0.111313
0.289614, 836.344971, 836.344971, 0.113312
0.289637, 368.906158, 368.906158, 0.074127
0.289660, -232.763016, -232.763016, 0.007935
0.289683, -749.738892, -749.738892, -0.061096
0.289705, -993.914368, -993.914368, -0.107941
0.289728, -876.443604, -876.443604, -0.115479
0.289751, -440.069611, -440.069611, -0.081024
0.289773, 156.428406, 156.428406, -0.017059
0.289796, 695.429871, 695.429871, 0.053040
0.289819, 982.187195, 982.187195, 0.103882
0.289841, 911.565369, 911.565369, 0.116959
0.289864, 509.260803, 509.260803, 0.087494
0.289887, -78.343651, -78.343643, 0.026169
0.289909, -637.441956, -637.441956, -0.044647
0.289932, -964.600281, -964.600281, -0.099258
0.289955, -940.778564, -940.778564, -0.117706
0.289977, -575.303467, -575.303467, -0.093399
0.290000, -0.225453, -0.225449, -0.035126
0.290023, 574.934631, 574.934631, 0.035950
0.290045, 940.898621, 940.898621, 0.093948
0.290068, 964.506775, 964.506775, 0.117752
0.290091, 637.168945, 637.168945, 0.098724
0.290113, 77.990456, 77.990448, 0.043762
0.290136, -509.565674, -509.565674, -0.027115
0.290159, -911.379883, -911.379883, -0.088120
0.290181, -982.271851, -982.271851, -0.117065
0.290204, -695.753845, -695.753845, -0.103470
0.290227, -156.078461, -156.078461, -0.052216
0.290249, 440.387695, 440.387695, 0.018005
0.290272, 876.614197, 876.614197, 0.081741
0.290295, 993.875305, 993.875305, 0.115631
0.290317, 750.037231, 750.037231, 0.107605
0.290340, 233.201523, 233.201523, 0.060318
0.290363, -368.487030, -368.487030, -0.008789
0.290385, -836.097656, -836.097656, -0.074829
0.290408, -999.485352, -999.485352, -0.113510
0.290431, -799.199768, -799.199768, -0.111038
0.290454, -308.116882, -308.116882, -0.068008
0.290476, 295.077576, 295.077576, -0.000381
0.290499, 790.411926, 790.411926, 0.067490
0.290522, 998.916016, 998.916016, 0.110687
0.290544, 843.953979, 843.953979, 0.113785
0.290567, 381.910339, 381.910339, 0.075363
0.290590, -219.095398, -219.095398, 0.009628
0.290612, -740.380981, -740.380981, -0.059708
0.290635, -992.271057, -992.271057, -0.107239
0.290658, -883.112915, -883.112915, -0.115814
0.290680, -453.342621, -453.342621, -0.082245
0.290703, 141.758636, 141.758636, -0.018814
0.290726, 685.279541, 685.279541, 0.051529
0.290748, 979.454224, 979.454224, 0.103088
0.290771, 917.244141, 917.244141, 0.117157
0.290794, 521.285156, 521.285156, 0.088577
0.290816, -64.348991, -64.348984, 0.027786
0.290839, -626.569092, -626.569092, -0.043121
0.290862, -960.581848, -960.581848, -0.098328
0.290884, -945.704529, -945.704529, -0.117783
0.290907, -586.722595, -586.722595, -0.094406
0.290930, -14.255502, -14.255493, -0.036697
0.290952, 563.398621, 563.398621, 0.034378
0.290975, 936.054199, 936.054199, 0.092941
0.290998, 968.116577, 968.116577, 0.117691
0.291020, 648.532654, 648.532654, 0.099655
0.291043, 92.771866, 92.771866, 0.045364
0.291066, -496.744934, -496.744934, -0.025391
0.291088, -905.515869, -905.515869, -0.086975
0.291111, -984.805237, -984.805237, -0.116852
0.291134, -705.762878, -705.762878, -0.104263
0.291156, -169.921234, -169.921234, -0.053696
0.291179, 427.748047, 427.748047, 0.016388
0.291202, 869.379089, 869.379089, 0.080490
0.291224, 995.405334, 995.405334, 0.115326
0.291247, 759.242798, 759.242798, 0.108231
0.291270, 246.821808, 246.821808, 0.061783
0.291293, -355.407928, -355.407928, -0.007187
0.291315, -828.318726, -828.318726, -0.073502
0.291338, -999.837036, -999.837036, -0.113098
0.291361, -807.554077, -807.554077, -0.111542
0.291383, -322.196381, -322.196381, -0.069427
0.291406, 280.870483, 280.870483, -0.002106
0.291429, 781.739685, 781.739685, 0.066071
0.291451, 998.164612, 998.164612, 0.110123
0.291474, 851.396851, 851.396851, 0.114197
0.291497, 394.839325, 394.839325, 0.076645
0.291519, -205.384644, -205.384644, 0.011261
0.291542, -730.877258, -730.877258, -0.058273
0.291565, -990.320984, -990.320984, -0.106537
0.291587, -889.975830, -889.975830, -0.116119
0.291610, -465.803528, -465.803528, -0.083450
0.291633, 127.856300, 127.856293, -0.020416
0.291655, 674.994263, 674.994263, 0.050018
0.291678, 976.528442, 976.528442, 0.102295
0.291701, 922.742432, 922.742432, 0.117310
0.291723, 533.206848, 533.206848, 0.089676
0.291746, -49.537483, -49.537476, 0.029434
0.291769, -614.938049, -614.938049, -0.041489
0.291791, -956.586975, -956.586975, -0.097382
0.291814, -950.171570, -950.171570, -0.117813
0.291837, -598.026245, -598.026245, -0.095398
0.291859, -28.282743, -28.282730, -0.038269
0.291882, 551.751709, 551.751709, 0.032791
0.291905, 930.731384, 930.731384, 0.091888
0.291927, 971.726257, 971.726257, 0.117584
0.291950, 659.148315, 659.148315, 0.100540
0.291973, 106.732300, 106.732300, 0.046906
0.291995, -484.519409, -484.519409, -0.023804
0.292018, -899.473572, -899.473572, -0.085831
0.292041, -987.144836, -987.144836, -0.116653
0.292064, -715.632996, -715.632996, -0.104996
0.292086, -184.521973, -184.521973, -0.055222
0.292109, 414.291504, 414.291504, 0.014664
0.292132, 862.360657, 862.360657, 0.079224
0.292154, 996.650757, 996.650757, 0.114975
0.292177, 768.298950, 768.298950, 0.108871
0.292200, 260.393494, 260.393494, 0.063187
0.292222, -342.258881, -342.258881, -0.005524
0.292245, -820.376770, -820.376770, -0.072205
0.292268, -999.994812, -999.994812, -0.112625
0.292290, -816.214905, -816.214905, -0.112076
0.292313, -335.446564, -335.446564, -0.070801
0.292336, 267.377533, 267.377533, -0.003738
0.292358, 772.913513, 772.913513, 0.064651
0.292381, 997.216736, 997.216736, 0.109558
0.292404, 858.672119, 858.672119, 0.114563
0.292426, 407.690582, 407.690582, 0.077927
0.292449, -190.843124, -190.843124, 0.012909
0.292472, -720.671692, -720.671692, -0.056702
0.292494, -988.276245, -988.276245, -0.105820
0.292517, -896.286011, -896.286011, -0.116364
0.292540, -478.172699, -478.172699, -0.084625
0.292562, 113.928795, 113.928787, -0.022034
0.292585, 664.576111, 664.576111, 0.048508
0.292608, 973.225647, 973.225647, 0.101456
0.292630, 928.358582, 928.358582, 0.117447
0.292653, 545.698486, 545.698486, 0.090805
0.292676, -35.519760, -35.519760, 0.031052
0.292698, -603.813782, -603.813782, -0.039917
0.292721, -952.403809, -952.403809, -0.096451
0.292744, -954.451599, -954.451599, -0.117813
0.292766, -609.212158, -609.212158, -0.096375
0.292789, -43.108875, -43.108871, -0.039856
0.292812, 539.318359, 539.318359, 0.031082
0.292834, 925.508911, 925.508911, 0.090836
0.292857, 974.943237, 974.943237, 0.117447
0.292880, 669.634216, 669.634216, 0.101410
0.292902, 120.671722, 120.671722, 0.048386
0.292925, -472.198486, -472.198486, -0.022141
0.292948, -893.254272, -893.254272, -0.084732
0.292971, -989.407288, -989.407288, -0.116364
0.292993, -725.916260, -725.916260, -0.105820
0.293016, -198.292969, -198.292969, -0.056686
0.293039, 401.481323, 401.481323, 0.012985
0.293061, 855.172424, 855.172424, 0.078033
0.293084, 997.699951, 997.699951, 0.114563
0.293107, 777.203857, 777.203857, 0.109543
0.293129, 273.913940, 273.913940, 0.064529
0.293152, -328.282013, -328.282013, -0.003799
0.293175, -811.803406, -811.803406, -0.070831
0.293197, -999.941528, -999.941528, -0.112091
0.293220, -824.240417, -824.240417, -0.112579
0.293243, -348.630707, -348.630707, -0.072113
0.293265, 253.831970, 253.831970, -0.005386
0.293288, 763.935181, 763.935181, 0.063263
0.293311, 996.072510, 996.072510, 0.108948
0.293333, 866.181030, 866.181030, 0.114960
0.293356, 421.192017, 421.192017, 0.079224
0.293379, -177.052139, -177.052139, 0.014618
0.293401, -710.874023, -710.874023, -0.055267
0.293424, -986.036865, -986.036865, -0.105072
0.293447, -902.419800, -902.419800, -0.116623
0.293469, -490.447784, -490.447784, -0.085754
0.293492, 99.177673, 99.177673, -0.023727
0.293515, 653.417847, 653.417847, 0.046936
0.293537, 969.905029, 969.905029, 0.100540
0.293560, 933.481995, 933.481995, 0.117584
0.293583, 557.401733, 557.401733, 0.091843
0.293605, -21.495049, -21.495041, 0.032669
0.293628, -592.570618, -592.570618, -0.038376
0.293651, -948.033142, -948.033142, -0.095474
0.293673, -958.772888, -958.772888, -0.117828
0.293696, -620.909546, -620.909546, -0.097351
0.293719, -57.121658, -57.121658, -0.041458
0.293741, 527.450500, 527.450500, 0.029510
0.293764, 920.104248, 920.104248, 0.089752
0.293787, 977.968323, 977.968323, 0.117325
0.293810, 679.988342, 679.988342, 0.102234
0.293832, 134.587387, 134.587387, 0.049911
0.293855, -459.069427, -459.069427, -0.020493
0.293878, -886.486816, -886.486816, -0.083496
0.293900, -991.346558, -991.346558, -0.116089
0.293923, -735.494446, -735.494446, -0.106537
0.293946, -212.024918, -212.024918, -0.058121
0.293968, 388.592133, 388.592133, 0.011353
0.293991, 847.815857, 847.815857, 0.076767
0.294014, 998.552795, 998.552795, 0.114197
0.294036, 786.453369, 786.453369, 0.110138
0.294059, 288.151581, 288.151581, 0.066025
0.294082, -314.997192, -314.997192, -0.002121
0.294104, -803.530884, -803.530884, -0.069489
0.294127, -999.691406, -999.691406, -0.111588
0.294150, -832.103638, -832.103638, -0.113052
0.294172, -361.746216, -361.746216, -0.073410
0.294195, 240.236420, 240.236420, -0.007050
0.294218, 754.278076, 754.278076, 0.061859
0.294240, 994.649414, 994.649414, 0.108231
0.294263, 873.107056, 873.107056, 0.115341
0.294286, 433.875458, 433.875458, 0.080399
0.294308, -163.226288, -163.226288, 0.016296
0.294331, -700.936401, -700.936401, -0.053848
0.294354, -983.603455, -983.603455, -0.104263
0.294376, -908.712341, -908.712341, -0.116913
0.294399, -503.322235, -503.322235, -0.086899
0.294422, 85.207008, 85.207001, -0.025421
0.294444, 642.732788, 642.732788, 0.045456
0.294467, 966.393433, 966.393433, 0.099640
0.294490, 938.421631, 938.421631, 0.117722
0.294512, 568.995239, 568.995239, 0.092819
0.294535, -7.466103, -7.466095, 0.034302
0.294558, -580.555420, -580.555420, -0.036819
0.294580, -943.208679, -943.208679, -0.094391
0.294603, -962.665527, -962.665527, -0.117828
0.294626, -631.846313, -631.846313, -0.098221
0.294649, -71.123199, -71.123199, -0.043060
0.294671, 515.478882, 515.478882, 0.027954
0.294694, 914.518494, 914.518494, 0.088623
0.294717, 980.800903, 980.800903, 0.117218
0.294739, 690.791016, 690.791016, 0.103012
0.294762, 149.272781, 149.272781, 0.051544
0.294785, -446.559906, -446.559906, -0.018875
0.294807, -879.907043, -879.907043, -0.082260
0.294830, -993.090759, -993.090759, -0.115860
0.294853, -744.927856, -744.927856, -0.107178
0.294875, -225.715134, -225.715134, -0.059601
0.294898, 375.626434, 375.626434, 0.009750
0.294921, 839.855591, 839.855591, 0.075439
0.294943, 999.240723, 999.240723, 0.113785
0.294966, 795.041626, 795.041626, 0.110687
0.294989, 301.558228, 301.558228, 0.067413
0.295011, -301.650330, -301.650330, -0.000488
0.295034, -795.100220, -795.100220, -0.068130
0.295057, -999.244507, -999.244507, -0.111053
0.295079, -840.239990, -840.239990, -0.113525
0.295102, -375.536896, -375.536896, -0.074799
0.295125, 225.809265, 225.809265, -0.008774
0.295147, 744.992310, 744.992310, 0.060364
0.295170, 993.102112, 993.102112, 0.107605
0.295193, 879.861145, 879.861145, 0.115631
0.295215, 446.473450, 446.473450, 0.081650
0.295238, -149.368317, -149.368317, 0.017868
0.295261, -690.278503, -690.278503, -0.052261
0.295283, -980.819763, -980.819763, -0.103516
0.295306, -914.479370, -914.479370, -0.117020
0.295329, -515.396057, -515.396057, -0.088089
0.295351, 71.219582, 71.219574, -0.026962
0.295374, 631.921204, 631.921204, 0.043839
0.295397, 962.691650, 962.691650, 0.098831
0.295420, 943.176575, 943.176575, 0.117706
0.295442, 581.132202, 581.132202, 0.093948
0.295465, 7.369483, 7.369476, 0.035889
0.295488, -569.074707, -569.074707, -0.035110
0.295510, -938.455017, -938.455017, -0.093475
0.295533, -966.368591, -966.368591, -0.117691
0.295556, -642.658752, -642.658752, -0.099213
0.295578, -85.110741, -85.110733, -0.044510
0.295601, 503.405731, 503.405731, 0.026276
0.295624, 908.416382, 908.416382, 0.087570
0.295646, 983.585999, 983.585999, 0.116943
0.295669, 700.867493, 700.867493, 0.103882
0.295692, 163.130966, 163.130966, 0.052963
0.295714, -433.962494, -433.962494, -0.017181
0.295737, -873.154114, -873.154114, -0.081116
0.295760, -994.639404, -994.639404, -0.115494
0.295782, -754.214661, -754.214661, -0.107895
0.295805, -240.142624, -240.142624, -0.061020
0.295828, 361.836304, 361.836304, 0.007950
0.295850, 832.157227, 832.157227, 0.074173
0.295873, 999.689026, 999.689026, 0.113281
0.295896, 803.473389, 803.473389, 0.111313
0.295918, 314.905457, 314.905457, 0.068695
0.295941, -288.244110, -288.244110, 0.001221
0.295964, -786.015503, -786.015503, -0.066803
0.295986, -998.557983, -998.557983, -0.110397
0.296009, -847.764587, -847.764587, -0.114014
0.296032, -388.503113, -388.503113, -0.076004
0.296054, 212.119339, 212.119339, -0.010468
0.296077, 735.559937, 735.559937, 0.058990
0.296100, 991.359253, 991.359253, 0.106873
0.296122, 886.442078, 886.442078, 0.115982
0.296145, 459.698792, 459.698792, 0.082809
0.296168, -134.683136, -134.683136, 0.019669
0.296190, -680.059204, -680.059204, -0.050797
0.296213, -977.988525, -977.988525, -0.102646
0.296236, -920.066406, -920.066406, -0.117279
0.296259, -527.368408, -527.368408, -0.089096
0.296281, 57.218124, 57.218124, -0.028641
0.296304, 620.985229, 620.985229, 0.042389
0.296327, 958.571289, 958.571289, 0.097824
0.296349, 948.002380, 948.002380, 0.117844
0.296372, 592.492798, 592.492798, 0.094879
0.296395, 21.398447, 21.398438, 0.037537
0.296417, -557.481934, -557.481934, -0.033600
0.296440, -933.516663, -933.516663, -0.092392
0.296463, -969.881470, -969.881470, -0.117661
0.296485, -653.344666, -653.344666, -0.100037
0.296508, -99.882721, -99.882721, -0.046143
0.296531, 490.531982, 490.531982, 0.024612
0.296553, 902.461426, 902.461426, 0.086365
0.296576, 986.020813, 986.020813, 0.116776
0.296599, 710.806030, 710.806030, 0.104630
0.296621, 176.957047, 176.957047, 0.054459
0.296644, -421.279663, -421.279663, -0.015579
0.296667, -865.826721, -865.826721, -0.079849
0.296689, -996.063965, -996.063965, -0.115158
0.296712, -763.872864, -763.872864, -0.108566
0.296735, -253.738510, -253.738510, -0.062500
0.296757, 348.721252, 348.721252, 0.006348
0.296780, 824.295105, 824.295105, 0.072815
0.296803, 999.940491, 999.940491, 0.112900
0.296825, 811.746948, 811.746948, 0.111755
0.296848, 328.951233, 328.951233, 0.070160
0.296871, -274.006866, -274.006866, 0.002884
0.296893, -777.264648, -777.264648, -0.065292
0.296916, -997.706543, -997.706543, -0.109894
0.296939, -855.122314, -855.122314, -0.114334
0.296961, -401.392822, -401.392822, -0.077347
0.296984, 198.387665, 198.387665, -0.012039
0.297007, 725.982727, 725.982727, 0.057480
0.297029, 989.304199, 989.304199, 0.106232
0.297052, 893.210815, 893.210815, 0.116211
0.297075, 472.113312, 472.113312, 0.084091
0.297098, -120.767639, -120.767639, 0.021210
0.297120, -669.705994, -669.705994, -0.049225
0.297143, -974.964783, -974.964783, -0.101898
0.297166, -925.472290, -925.472290, -0.117355
0.297188, -539.237000, -539.237000, -0.090240
0.297211, 42.400955, 42.400955, -0.030228
0.297234, 609.288757, 609.288757, 0.040680
0.297256, 954.480469, 954.480469, 0.096909
0.297279, 952.374329, 952.374329, 0.117813
0.297302, 603.736755, 603.736755, 0.095901
0.297324, 35.423199, 35.423187, 0.039047
0.297347, -545.779480, -545.779480, -0.031967
0.297370, -928.394531, -928.394531, -0.091400
0.297392, -973.388245, -973.388245, -0.117523
0.297415, -664.503906, -664.503906, -0.100998
0.297438, -113.832802, -113.832794, -0.047638
0.297460, 478.257568, 478.257568, 0.022934
0.297483, 896.328857, 896.328857, 0.085312
0.297506, 988.261475, 988.261475, 0.116470
0.297528, 720.604675, 720.604675, 0.105438
0.297551, 191.538620, 191.538620, 0.055908
0.297574, -407.778809, -407.778809, -0.013779
0.297596, -858.721619, -858.721619, -0.078644
0.297619, -997.209534, -997.209534, -0.114746
0.297642, -772.852173, -772.852173, -0.109238
0.297664, -267.284454, -267.284454, -0.063843
0.297687, 335.537567, 335.537567, 0.004639
0.297710, 816.270691, 816.270691, 0.071579
0.297732, 999.992310, 999.992310, 0.112335
0.297755, 820.321533, 820.321533, 0.112381
0.297778, 342.168091, 342.168091, 0.071426
0.297800, -260.486786, -260.486786, 0.004623
0.297823, -768.360840, -768.360840, -0.063995
0.297846, -996.658630, -996.658630, -0.109207
0.297868, -862.311707, -862.311707, -0.114792
0.297891, -414.203552, -414.203552, -0.078506
0.297914, 183.825531, 183.825531, -0.013809
0.297936, 715.700500, 715.700500, 0.056015
0.297959, 987.160278, 987.160278, 0.105408
0.297982, 899.431396, 899.431396, 0.116531
0.298005, 484.434875, 484.434875, 0.085159
0.298027, -106.828369, -106.828369, 0.022903
0.298050, -659.220947, -659.220947, -0.047775
0.298073, -971.749084, -971.749084, -0.101013
0.298095, -930.990234, -930.990234, -0.117538
0.298118, -551.671143, -551.671143, -0.091324
0.298141, 28.379328, 28.379318, -0.031891
0.298163, 598.103699, 598.103699, 0.039139
0.298186, 950.201721, 950.201721, 0.095963
0.298209, 956.558777, 956.558777, 0.117813
0.298231, 614.861877, 614.861877, 0.096848
0.298254, 50.245167, 50.245163, 0.040665
0.298277, -533.288574, -533.288574, -0.030289
0.298299, -922.779663, -922.779663, -0.090271
0.298322, -976.507629, -976.507629, -0.117401
0.298345, -674.922974, -674.922974, -0.101807
0.298367, -127.760468, -127.760468, -0.049194
0.298390, 465.889008, 465.889008, 0.021362
0.298413, 890.019836, 890.019836, 0.084106
0.298435, 990.419128, 990.419128, 0.116272
0.298458, 730.811279, 730.811279, 0.106155
0.298481, 205.290070, 205.290070, 0.057449
0.298503, -394.928101, -394.928101, -0.012192
0.298526, -851.447510, -851.447510, -0.077362
0.298549, -998.158752, -998.158752, -0.114395
0.298571, -781.679443, -781.679443, -0.109818
0.298594, -280.777771, -280.777771, -0.065262
0.298617, 321.525513, 321.525513, 0.002975
0.298639, 807.611084, 807.611084, 0.070145
0.298662, 999.838806, 999.838806, 0.111832
0.298685, 828.264587, 828.264587, 0.112839
0.298707, 355.317627, 355.317627, 0.072754
0.298730, -246.915436, -246.915436, 0.006256
0.298753, -759.305725, -759.305725, -0.062592
0.298776, -995.414551, -995.414551, -0.108582
0.298798, -869.729004, -869.729004, -0.115173
0.298821, -427.660706, -427.660706, -0.079819
0.298844, 170.016449, 170.016449, -0.015472
0.298866, 705.831360, 705.831360, 0.054535
0.298889, 984.822021, 984.822021, 0.104691
0.298912, 905.474854, 905.474854, 0.116730
0.298934, 496.661072, 496.661072, 0.086334
0.298957, -92.868073, -92.868073, 0.024490
0.298980, -647.993103, -647.993103, -0.046204
0.299002, -968.140808, -968.140808, -0.100098
0.299025, -936.020203, -936.020203, -0.117645
0.299048, -563.318787, -563.318787, -0.092346
0.299070, 14.352115, 14.352112, -0.033493
0.299093, 586.800842, 586.800842, 0.037598
0.299116, 945.735901, 945.735901, 0.094955
0.299138, 960.778564, 960.778564, 0.117844
0.299161, 626.493774, 626.493774, 0.097809
0.299184, 64.252571, 64.252563, 0.042267
0.299206, -521.367615, -521.367615, -0.028717
0.299229, -917.282654, -917.282654, -0.089188
0.299252, -979.434753, -979.434753, -0.117264
0.299274, -685.209167, -685.209167, -0.102615
0.299297, -141.662994, -141.662994, -0.050705
0.299320, 452.710938, 452.710938, 0.019699
0.299342, 883.158264, 883.158264, 0.082855
0.299365, 992.259094, 992.259094, 0.115997
0.299388, 740.315979, 740.315979, 0.106827
0.299410, 219.001114, 219.001114, 0.058914
0.299433, -381.999634, -381.999634, -0.010559
0.299456, -844.005798, -844.005798, -0.076096
0.299478, -998.911499, -998.911499, -0.114014
0.299501, -790.845825, -790.845825, -0.110413
0.299524, -294.985260, -294.985260, -0.066742
0.299546, 308.208801, 308.208801, 0.001312
0.299569, 799.257812, 799.257812, 0.068771
0.299592, 999.488464, 999.488464, 0.111328
0.299615, 836.044678, 836.044678, 0.113266
0.299637, 368.397186, 368.397186, 0.074081
0.299660, -233.295471, -233.295471, 0.007874
0.299683, -749.568359, -749.568359, -0.061127
0.299705, -993.885986, -993.885986, -0.107925
0.299728, -876.567688, -876.567688, -0.115479
0.299751, -440.300964, -440.300964, -0.081055
0.299773, 156.173904, 156.173904, -0.017075
0.299796, 695.823242, 695.823242, 0.053040
0.299819, 982.289978, 982.289978, 0.103928
0.299841, 911.671265, 911.671265, 0.116959
0.299864, 509.482544, 509.482544, 0.087524
0.299887, -78.086784, -78.086777, 0.026199
0.299909, -637.243408, -637.243408, -0.044617
0.299932, -964.532288, -964.532288, -0.099243
0.299955, -940.865906, -940.865906, -0.117706
0.299977, -574.855530, -574.855530, -0.093384
0.300000, 0.322076, 0.322067, -0.035065
0.300023, 574.723755, 574.723755, 0.035980
0.300045, 940.811340, 940.811340, 0.093918
0.300068, 964.574768, 964.574768, 0.117767
0.300091, 637.367493, 637.367493, 0.098724
0.300113, 78.247330, 78.247330, 0.043808
0.300136, -509.343964, -509.343964, -0.027100
0.300159, -911.605042, -911.605042, -0.088104
0.300181, -982.169067, -982.169067, -0.117081
0.300204, -695.938904, -695.938904, -0.103470
0.300227, -156.332962, -156.332962, -0.052246
0.300249, 440.156372, 440.156372, 0.017990
0.300272, 876.490173, 876.490173, 0.081696
0.300295, 993.903748, 993.903748, 0.115662
0.300317, 749.674988, 749.674988, 0.107544
0.300340, 232.669052, 232.669052, 0.060303
0.300363, -368.995972, -368.995972, -0.008881
0.300385, -835.956299, -835.956299, -0.074829
0.300408, -999.493591, -999.493591, -0.113525
0.300431, -799.354614, -799.354614, -0.111023
0.300454, -308.361969, -308.361969, -0.068054
0.300476, 294.831390, 294.831390, -0.000381
0.300499, 790.747253, 790.747253, 0.067474
0.300522, 998.941345, 998.941345, 0.110733
0.300544, 843.660156, 843.660156, 0.113754
0.300567, 382.148468, 382.148468, 0.075378
0.300590, -218.843979, -218.843979, 0.009644
0.300612, -740.207703, -740.207703, -0.059662
0.300635, -992.239075, -992.239075, -0.107239
0.300658, -883.233765, -883.233765, -0.115799
0.300680, -452.854523, -452.854523, -0.082245
0.300703, 142.300613, 142.300613, -0.018723
0.300726, 685.091858, 685.091858, 0.051529
0.300748, 979.402222, 979.402222, 0.103088
0.300771, 917.346741, 917.346741, 0.117142
0.300794, 521.505005, 521.505005, 0.088623
0.300816, -64.091866, -64.091858, 0.027802
0.300839, -626.368225, -626.368225, -0.043091
0.300862, -960.733887, -960.733887, -0.098328
0.300884, -945.526428, -945.526428, -0.117783
0.300907, -586.931213, -586.931213, -0.094406
0.300930, -14.513136, -14.513123, -0.036728
0.300952, 563.185730, 563.185730, 0.034348
0.300975, 935.963501, 935.963501, 0.092926
0.300998, 968.181091, 968.181091, 0.117691
0.301020, 648.115784, 648.115784, 0.099609
0.301043, 92.226685, 92.226685, 0.045334
0.301066, -497.220062, -497.220062, -0.025482
0.301088, -905.406494, -905.406494, -0.086975
0.301111, -984.849976, -984.849976, -0.116867
0.301134, -705.945374, -705.945374, -0.104263
0.301156, -170.175140, -170.175140, -0.053726
0.301179, 427.515137, 427.515137, 0.016357
0.301202, 869.649536, 869.649536, 0.080505
0.301224, 995.352783, 995.352783, 0.115326
0.301247, 758.886353, 758.886353, 0.108215
0.301270, 247.071487, 247.071487, 0.061768
0.301293, -355.167084, -355.167084, -0.007141
0.301315, -828.174377, -828.174377, -0.073486
0.301338, -999.841675, -999.841675, -0.113083
0.301361, -807.705994, -807.705994, -0.111557
0.301383, -321.678009, -321.678009, -0.069397
0.301406, 281.395935, 281.395935, -0.002045
0.301429, 782.080994, 782.080994, 0.066116
0.301451, 998.148987, 998.148987, 0.110138
0.301474, 851.531982, 851.531982, 0.114212
